destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,ground_truth_class
8080.0,7627.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,38547.266,1311.1315,847.44446,2205.6887,6719.0,4.0,7455.0,1863.75,3269.5398,6764.0,88.0,7607.0,1901.75,3214.3203,6719.0,176.0,0.0,0.0,0.0,0.0,168.0,168.0,655.56573,655.56573,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
8080.0,5393.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,54515.113,1854.2555,599.2222,932.06665,2840.0,5.0,4523.0,1130.75,1221.6058,2867.0,38.0,5366.0,1341.5,1009.7569,2840.0,646.0,0.0,0.0,0.0,0.0,168.0,168.0,927.12775,927.12775,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
8080.0,4991.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,58906.03,2003.6064,554.55554,1567.8112,4734.0,2.0,4858.0,1214.5,2351.7078,4742.0,19.0,4968.0,1242.0,2328.3748,4734.0,46.0,0.0,0.0,0.0,0.0,168.0,168.0,1001.8032,1001.8032,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
8080.0,6796.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,43260.742,1471.4537,755.1111,1814.2992,5541.0,1.0,6741.0,1685.25,2616.204,5579.0,48.0,6756.0,1689.0,2589.6782,5541.0,61.0,0.0,0.0,0.0,0.0,168.0,168.0,735.72687,735.72687,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
8080.0,5373.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,54718.035,1861.1576,597.0,1439.6542,4343.0,1.0,4411.0,1102.75,2168.2192,4355.0,7.0,5370.0,1342.5,2048.7124,4343.0,14.0,0.0,0.0,0.0,0.0,168.0,168.0,930.5788,930.5788,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
8080.0,7891.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,37257.637,1267.2665,876.7778,2212.4646,6736.0,3.0,7713.0,1928.25,3243.5735,6764.0,42.0,7863.0,1965.75,3197.242,6736.0,103.0,0.0,0.0,0.0,0.0,168.0,168.0,633.63324,633.63324,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
8080.0,8548.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,34394.01,1169.8643,949.7778,2123.7788,6499.0,2.0,7613.0,1903.25,3117.593,6521.0,11.0,8534.0,2133.5,2947.689,6499.0,20.0,0.0,0.0,0.0,0.0,168.0,168.0,584.9321,584.9321,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
8080.0,5507.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,53386.598,1815.8707,611.8889,1198.9259,3351.0,1.0,5296.0,1324.0,1627.8851,3363.0,10.0,5500.0,1375.0,1565.7461,3351.0,16.0,0.0,0.0,0.0,0.0,168.0,168.0,907.93536,907.93536,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
8080.0,4729.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,62169.594,2114.612,525.44446,1364.1896,4140.0,2.0,4249.0,1062.25,2059.8496,4152.0,21.0,4718.0,1179.5,1984.3887,4140.0,46.0,0.0,0.0,0.0,0.0,168.0,168.0,1057.306,1057.306,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
8080.0,2612.0,5.0,5.0,84.0,210.0,84.0,0.0,16.8,37.56594,185.0,0.0,42.0,80.669075,112557.43,3828.484,290.22223,845.1881,2544.0,1.0,2593.0,648.25,1267.8413,2550.0,8.0,2598.0,649.5,1263.0055,2544.0,13.0,0.0,0.0,0.0,0.0,168.0,168.0,1914.242,1914.242,0.0,185.0,26.727272,58.35082,3404.818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.4,16.8,42.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,84.0,5.0,210.0,64240.0,64.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
